",tas"
"1864-04-30,-0.5435886109477605"
"1864-05-31,-0.32347066675588193"
"1864-06-30,-0.11254485238897793"
"1864-07-31,-0.2596058392839911"
"1864-08-31,-0.3079487910594836"
"1864-09-30,-0.44253169276422993"
"1864-10-31,-0.602909371035704"
"1864-11-30,-0.4562387561634236"
"1864-12-31,-0.5903271943245617"
"1865-01-31,-0.17609701732969094"
"1865-02-28,-0.4666803834551675"
"1865-03-31,-0.6612211725813225"
"1865-04-30,-0.44815329014698224"
"1865-05-31,-0.3776728105474993"
"1865-06-30,-0.19587780072325614"
"1865-07-31,-0.21560228134123471"
"1865-08-31,-0.21177976588478983"
"1865-09-30,-0.17093047326006805"
"1865-10-31,-0.269425445623298"
"1865-11-30,-0.33705235486755597"
"1865-12-31,-0.46056138452993195"
"1866-01-31,-0.13209919128493122"
"1866-02-28,-0.40108875875216143"
"1866-03-31,-0.6821522048312437"
"1866-04-30,-0.4543501241736112"
"1866-05-31,-0.5719213040149796"
"1866-06-30,-0.09851139459409497"
"1866-07-31,-0.008510370195594601"
"1866-08-31,-0.2494714942748104"
"1866-09-30,-0.377752577553121"
"1866-10-31,-0.4206271986995071"
"1866-11-30,-0.2982907631158905"
"1866-12-31,-0.4003524241420524"
"1867-01-31,-0.4051875223054673"
"1867-02-28,-0.3535976239905696"
"1867-03-31,-0.6812088858450136"
"1867-04-30,-0.421302292697666"
"1867-05-31,-0.5743617584252712"
"1867-06-30,-0.35023193988550844"
"1867-07-31,-0.25301103569664546"
"1867-08-31,-0.3304771414768186"
"1867-09-30,-0.14789357683406934"
"1867-10-31,-0.12525536391974132"
"1867-11-30,-0.19566038421844772"
"1867-12-31,-0.44537254566450885"
"1868-01-31,-0.6848775547575121"
"1868-02-29,-0.6932754795862411"
"1868-03-31,-0.33465612891238194"
"1868-04-30,-0.3629940229954306"
"1868-05-31,-0.28559557598142327"
"1868-06-30,-0.29764695021987414"
"1868-07-31,-0.059621981742520334"
"1868-08-31,-0.19327090572208072"
"1868-09-30,-0.3447736563897802"
"1868-10-31,-0.2296690542203937"
"1868-11-30,-0.42318084439468673"
"1868-12-31,-0.31396636243823633"
"1869-01-31,-0.33569096687185995"
"1869-02-28,0.13131645006388282"
"1869-03-31,-0.6257712177315462"
"1869-04-30,-0.40569929467298155"
"1869-05-31,-0.3099706988897805"
"1869-06-30,-0.38451381883807995"
"1869-07-31,-0.4170702446766911"
"1869-08-31,-0.16793925237360527"
"1869-09-30,-0.1716275156982332"
"1869-10-31,-0.29348238167605023"
"1869-11-30,-0.28181320444315916"
"1869-12-31,-0.5365831341647216"
"1870-01-31,-0.21106680623109775"
"1870-02-28,-0.4544138760188076"
"1870-03-31,-0.498334695408776"
"1870-04-30,-0.3329407341953035"
"1870-05-31,-0.2977442147456608"
"1870-06-30,-0.23123583176911844"
"1870-07-31,-0.07335795521935172"
"1870-08-31,-0.2582274192378713"
"1870-09-30,-0.20231719669189704"
"1870-10-31,-0.44285796513322084"
"1870-11-30,-0.26582180466701244"
"1870-12-31,-0.6663718045807079"
"1871-01-31,-0.5583113333101604"
"1871-02-28,-0.6715548204660231"
"1871-03-31,-0.17169894602793312"
"1871-04-30,-0.22192765770390976"
"1871-05-31,-0.36220169326796336"
"1871-06-30,-0.28641549884152695"
"1871-07-31,-0.08243316298115903"
"1871-08-31,-0.3223667621207298"
"1871-09-30,-0.3610723217724107"
"1871-10-31,-0.3732753646357439"
"1871-11-30,-0.5226967736740746"
"1871-12-31,-0.4890141769395525"
"1872-01-31,-0.5987887198184129"
"1872-02-29,-0.6198703484033649"
"1872-03-31,-0.5237020039400009"
"1872-04-30,-0.3854148010034375"
"1872-05-31,-0.1415199413542665"
"1872-06-30,-0.27950048408324984"
"1872-07-31,-0.14631678518563584"
"1872-08-31,0.008637112005775731"
"1872-09-30,-0.17648243755548843"
"1872-10-31,-0.20351919319229247"
"1872-11-30,-0.32202853153894145"
"1872-12-31,-0.5479974803748074"
"1873-01-31,-0.2616504355601912"
"1873-02-28,-0.2829325201433343"
"1873-03-31,-0.40872379814660703"
"1873-04-30,-0.4805552852283197"
"1873-05-31,-0.35092069948447374"
"1873-06-30,-0.3205491167323518"
"1873-07-31,-0.17570110545317583"
"1873-08-31,-0.22783395642002524"
"1873-09-30,-0.4052554546274608"
"1873-10-31,-0.3906486852593006"
"1873-11-30,-0.46331127797338456"
"1873-12-31,-0.32790571830319687"
"1874-01-31,-0.19854626820514537"
"1874-02-28,-0.43842115647259944"
"1874-03-31,-0.6729315100750903"
"1874-04-30,-0.43703580036215506"
"1874-05-31,-0.3339913554288402"
"1874-06-30,-0.565847144719488"
"1874-07-31,-0.16706697676855412"
"1874-08-31,-0.29607110440301637"
"1874-09-30,-0.16819393472183655"
"1874-10-31,-0.4711575611986092"
"1874-11-30,-0.4177448824673127"
"1874-12-31,-0.31200655646929093"
"1875-01-31,-0.5711181710260879"
"1875-02-28,-0.47927208753486994"
"1875-03-31,-0.564302716305932"
"1875-04-30,-0.3580559282304461"
"1875-05-31,-0.27283622173133937"
"1875-06-30,-0.2799617513798932"
"1875-07-31,-0.18206007412523392"
"1875-08-31,-0.24648567953247436"
"1875-09-30,-0.2342787855376455"
"1875-10-31,-0.2332144024150164"
"1875-11-30,-0.5092054690919658"
"1875-12-31,-0.5767200311979163"
"1876-01-31,-0.5137040865430553"
"1876-02-29,-0.33739863202139553"
"1876-03-31,-0.36232422840396894"
"1876-04-30,-0.4242767617740009"
"1876-05-31,-0.5904251228509945"
"1876-06-30,-0.3522790495949401"
"1876-07-31,-0.21372749051126166"
"1876-08-31,-0.32724735015155365"
"1876-09-30,-0.4178413628509034"
"1876-10-31,-0.2998356241412843"
"1876-11-30,-0.606846725437729"
"1876-12-31,-0.6434126336802584"
"1877-01-31,-0.41108240492632225"
"1877-02-28,-0.20926146620689348"
"1877-03-31,-0.09135856480582519"
"1877-04-30,-0.34591710062414477"
"1877-05-31,-0.4112765240593468"
"1877-06-30,-0.13819987775119716"
"1877-07-31,-0.01625321503201319"
"1877-08-31,0.2107305195636292"
"1877-09-30,0.107581216863705"
"1877-10-31,0.11331653006347958"
"1877-11-30,0.03397783048163757"
"1877-12-31,-0.05556291148506917"
"1878-01-31,-0.06979711292806635"
"1878-02-28,0.22940953984993243"
"1878-03-31,0.361329271025936"
"1878-04-30,0.1885373829921814"
"1878-05-31,-0.12240139253339087"
"1878-06-30,0.010291124443575867"
"1878-07-31,-0.0772364009493517"
"1878-08-31,-0.04655335092232663"
"1878-09-30,0.020835021048875184"
"1878-10-31,-0.165015908241896"
"1878-11-30,-0.14255811595632248"
"1878-12-31,-0.32262237625509577"
"1879-01-31,-0.23778471063788512"
"1879-02-28,-0.2660204782179083"
"1879-03-31,-0.2583883961533465"
"1879-04-30,-0.3824004962468164"
"1879-05-31,-0.34387106672551093"
"1879-06-30,-0.28325993495931473"
"1879-07-31,-0.264122489998006"
"1879-08-31,-0.26534293658564906"
"1879-09-30,-0.235569254183088"
"1879-10-31,-0.15905875172603853"
"1879-11-30,-0.39733799434801553"
"1879-12-31,-0.5504553479050804"
"1880-01-31,-0.39386343078736763"
"1880-02-29,-0.4498938147097195"
"1880-03-31,-0.1943867370897901"
"1880-04-30,-0.33803282943554863"
"1880-05-31,-0.32535019925644293"
"1880-06-30,-0.38053035559724013"
"1880-07-31,-0.3148067816588926"
"1880-08-31,-0.10718303253354027"
"1880-09-30,-0.29703382670719397"
"1880-10-31,-0.3909492296503252"
"1880-11-30,-0.2806895795874737"
"1880-12-31,-0.3172650932867443"
"1881-01-31,-0.2146303166791678"
"1881-02-28,-0.22458803717709053"
"1881-03-31,-0.24820605756084327"
"1881-04-30,-0.06252021510792626"
"1881-05-31,-0.12189842671307353"
"1881-06-30,-0.3990827325814368"
"1881-07-31,-0.19404487095072664"
"1881-08-31,-0.13816847416421585"
"1881-09-30,-0.3007603100613223"
"1881-10-31,-0.23050809685704338"
"1881-11-30,-0.38121366843727444"
"1881-12-31,-0.27132501227622446"
"1882-01-31,-0.025385772928539815"
"1882-02-28,-0.11726176762640432"
"1882-03-31,-0.17708034094132877"
"1882-04-30,-0.3147416397884733"
"1882-05-31,-0.3257299667916838"
"1882-06-30,-0.3922548340341633"
"1882-07-31,-0.34102683240570125"
"1882-08-31,-0.24510052391089077"
"1882-09-30,-0.15044587482767377"
"1882-10-31,-0.39908360136890075"
"1882-11-30,-0.40350993298185217"
"1882-12-31,-0.6547399560422903"
"1883-01-31,-0.4727727787018003"
"1883-02-28,-0.48543221842634354"
"1883-03-31,-0.26636964728960355"
"1883-04-30,-0.4390348761948629"
"1883-05-31,-0.3400282987156926"
"1883-06-30,-0.1901544058331651"
"1883-07-31,-0.21858145466069254"
"1883-08-31,-0.2878833492423004"
"1883-09-30,-0.30626817969294234"
"1883-10-31,-0.34009958966494735"
"1883-11-30,-0.3962506423650407"
"1883-12-31,-0.4148174418019927"
"1884-01-31,-0.44355370708731745"
"1884-02-29,-0.33285656057049406"
"1884-03-31,-0.505468116025689"
"1884-04-30,-0.5089616000990457"
"1884-05-31,-0.5656212343954273"
"1884-06-30,-0.5137892839540553"
"1884-07-31,-0.5658637066136022"
"1884-08-31,-0.4291219999724109"
"1884-09-30,-0.5043302751478708"
"1884-10-31,-0.463345993415532"
"1884-11-30,-0.5852065130990195"
"1884-12-31,-0.48972188107719516"
"1885-01-31,-0.6561416174649591"
"1885-02-28,-0.5527571958449445"
"1885-03-31,-0.4210164142954372"
"1885-04-30,-0.634970378455268"
"1885-05-31,-0.6063121460940638"
"1885-06-30,-0.6366488475580276"
"1885-07-31,-0.42047032070227075"
"1885-08-31,-0.40506779239083157"
"1885-09-30,-0.3567331458382146"
"1885-10-31,-0.3615076681365663"
"1885-11-30,-0.3842559803075639"
"1885-12-31,-0.21760141654961113"
"1886-01-31,-0.479744991684259"
"1886-02-28,-0.47879000400807326"
"1886-03-31,-0.48723002793534465"
"1886-04-30,-0.361586679248602"
"1886-05-31,-0.2925712612494348"
"1886-06-30,-0.5019767517447273"
"1886-07-31,-0.3021988057755045"
"1886-08-31,-0.45738658092353945"
"1886-09-30,-0.3907921442342688"
"1886-10-31,-0.412978629766523"
"1886-11-30,-0.4907894674535024"
"1886-12-31,-0.3947979859819881"
"1887-01-31,-0.7437699990618544"
"1887-02-28,-0.6588821262312132"
"1887-03-31,-0.44538546478609453"
"1887-04-30,-0.48280383312029795"
"1887-05-31,-0.529459515968042"
"1887-06-30,-0.5258426797789759"
"1887-07-31,-0.3889087653060106"
"1887-08-31,-0.4455424938012868"
"1887-09-30,-0.38855249847145834"
"1887-10-31,-0.44461457740065574"
"1887-11-30,-0.43516164392700496"
"1887-12-31,-0.4965056726433761"
"1888-01-31,-0.618470380057567"
"1888-02-29,-0.587287845799133"
"1888-03-31,-0.5972591468922214"
"1888-04-30,-0.3519317866549217"
"1888-05-31,-0.4113079277100527"
"1888-06-30,-0.32171711960367005"
"1888-07-31,-0.338626191930909"
"1888-08-31,-0.31051375528180325"
"1888-09-30,-0.3246945789124956"
"1888-10-31,-0.16644995404663981"
"1888-11-30,-0.26496225070588264"
"1888-12-31,-0.2593257018198251"
"1889-01-31,-0.2966626912154041"
"1889-02-28,-0.006579388923942114"
"1889-03-31,-0.08734917479244803"
"1889-04-30,-0.08679017872426922"
"1889-05-31,-0.1581129707099058"
"1889-06-30,-0.21282647416595318"
"1889-07-31,-0.2809022757119347"
"1889-08-31,-0.3071344258710941"
"1889-09-30,-0.34166073704922056"
"1889-10-31,-0.3700104726357211"
"1889-11-30,-0.5064448650921852"
"1889-12-31,-0.3442729695856457"
"1890-01-31,-0.533900537689364"
"1890-02-28,-0.46501266962442267"
"1890-03-31,-0.6111192484540908"
"1890-04-30,-0.49407723794216357"
"1890-05-31,-0.5364693250676406"
"1890-06-30,-0.4948030461402284"
"1890-07-31,-0.4891409564442812"
"1890-08-31,-0.4669948520603849"
"1890-09-30,-0.4822080072955322"
"1890-10-31,-0.4391855914050975"
"1890-11-30,-0.6700871681156017"
"1890-12-31,-0.3992992996185455"
"1891-01-31,-0.5801990273778398"
"1891-02-28,-0.5975708502550988"
"1891-03-31,-0.36251078109472545"
"1891-04-30,-0.4480747778463629"
"1891-05-31,-0.34619383080145466"
"1891-06-30,-0.3750950046679366"
"1891-07-31,-0.3996699008055212"
"1891-08-31,-0.3548556958163445"
"1891-09-30,-0.2566960077057923"
"1891-10-31,-0.342968097905444"
"1891-11-30,-0.5339126275681642"
"1891-12-31,-0.21803271424044837"
"1892-01-31,-0.4647994119122532"
"1892-02-29,-0.2896701847589267"
"1892-03-31,-0.5329979984634491"
"1892-04-30,-0.5456076356851784"
"1892-05-31,-0.45689039820677224"
"1892-06-30,-0.4364423861420413"
"1892-07-31,-0.5867592244512754"
"1892-08-31,-0.5083249644228949"
"1892-09-30,-0.3824374957986362"
"1892-10-31,-0.4338217561687328"
"1892-11-30,-0.6606942128601068"
"1892-12-31,-0.7922567607737068"
"1893-01-31,-1.0448953010735142"
"1893-02-28,-0.8449927661761097"
"1893-03-31,-0.42680095617547914"
"1893-04-30,-0.5148423861322678"
"1893-05-31,-0.5721377480791748"
"1893-06-30,-0.44231104847718145"
"1893-07-31,-0.24375538988986156"
"1893-08-31,-0.2869543182677586"
"1893-09-30,-0.36513733766769646"
"1893-10-31,-0.30426576831163993"
"1893-11-30,-0.4048110057945081"
"1893-12-31,-0.4845268041392765"
"1894-01-31,-0.6276136193959678"
"1894-02-28,-0.42949706352711536"
"1894-03-31,-0.511591282279954"
"1894-04-30,-0.5374747689096823"
"1894-05-31,-0.5191683596116521"
"1894-06-30,-0.5836480311893267"
"1894-07-31,-0.39212566826492806"
"1894-08-31,-0.3535793796369761"
"1894-09-30,-0.43969662457407255"
"1894-10-31,-0.3990113912193864"
"1894-11-30,-0.46006598560399475"
"1894-12-31,-0.5516949907722751"
"1895-01-31,-0.6359875335417737"
"1895-02-28,-0.6417986226956279"
"1895-03-31,-0.617878896931174"
"1895-04-30,-0.461094061679219"
"1895-05-31,-0.48253113569165423"
"1895-06-30,-0.4253601020512332"
"1895-07-31,-0.33490069254127053"
"1895-08-31,-0.3772477645986475"
"1895-09-30,-0.39428146558613847"
"1895-10-31,-0.3257418991053742"
"1895-11-30,-0.32136868438038024"
"1895-12-31,-0.36682844814657783"
"1896-01-31,-0.31520509819478437"
"1896-02-29,-0.3366214780583212"
"1896-03-31,-0.5883624262743959"
"1896-04-30,-0.5460314434360489"
"1896-05-31,-0.3561197231626991"
"1896-06-30,-0.23009132857640593"
"1896-07-31,-0.18243536622727327"
"1896-08-31,-0.17156359842675517"
"1896-09-30,-0.15527536408166842"
"1896-10-31,-0.11794194617793038"
"1896-11-30,-0.3140512371160738"
"1896-12-31,-0.09438848344023604"
"1897-01-31,-0.3000983796490691"
"1897-02-28,-0.3486072930844474"
"1897-03-31,-0.4154700047046829"
"1897-04-30,-0.11764010221137086"
"1897-05-31,-0.11408223816544381"
"1897-06-30,-0.16273570184945846"
"1897-07-31,-0.18704693704309322"
"1897-08-31,-0.18542309861603865"
"1897-09-30,-0.18626953706868987"
"1897-10-31,-0.21232262651514205"
"1897-11-30,-0.42274422522342314"
"1897-12-31,-0.46516182083446317"
"1898-01-31,-0.1992478337221174"
"1898-02-28,-0.556126655982371"
"1898-03-31,-0.8427486959360241"
"1898-04-30,-0.6630129681825787"
"1898-05-31,-0.5595892939215149"
"1898-06-30,-0.33471387913086176"
"1898-07-31,-0.39475091446925714"
"1898-08-31,-0.38942811265894517"
"1898-09-30,-0.370769634842229"
"1898-10-31,-0.5009572888944613"
"1898-11-30,-0.5286319298158777"
"1898-12-31,-0.4895282929729375"
"1899-01-31,-0.35980409887412684"
"1899-02-28,-0.5540308991150841"
"1899-03-31,-0.5889543778926756"
"1899-04-30,-0.4393416156134626"
"1899-05-31,-0.35891113432340416"
"1899-06-30,-0.501000420161502"
"1899-07-31,-0.3655365550871031"
"1899-08-31,-0.23979758627847972"
"1899-09-30,-0.15158329873471538"
"1899-10-31,-0.183137035311269"
"1899-11-30,-0.05694076674390029"
"1899-12-31,-0.46616600178286616"
"1900-01-31,-0.5065199174687524"
"1900-02-28,-0.2028605089394996"
"1900-03-31,-0.19967249462844333"
"1900-04-30,-0.2241369624986433"
"1900-05-31,-0.30258484207668734"
"1900-06-30,-0.217106251308922"
"1900-07-31,-0.1908848271646329"
"1900-08-31,-0.21078073698898717"
"1900-09-30,-0.19568677275526142"
"1900-10-31,-0.06475669824774605"
"1900-11-30,-0.2625233579911372"
"1900-12-31,-0.23623504078539626"
"1901-01-31,-0.28059344291303573"
"1901-02-28,-0.26819772284627774"
"1901-03-31,-0.20081723704940044"
"1901-04-30,-0.17530309868995567"
"1901-05-31,-0.24934465046856366"
"1901-06-30,-0.23662644732006194"
"1901-07-31,-0.3289456835263607"
"1901-08-31,-0.20506309883195378"
"1901-09-30,-0.3551733912675339"
"1901-10-31,-0.3407428987857973"
"1901-11-30,-0.395828735243323"
"1901-12-31,-0.4845062835573107"
"1902-01-31,-0.43956748789874894"
"1902-02-28,-0.23221202923407083"
"1902-03-31,-0.47400043549206883"
"1902-04-30,-0.43050581939937155"
"1902-05-31,-0.43023685555189345"
"1902-06-30,-0.44518705350628734"
"1902-07-31,-0.3891587626365674"
"1902-08-31,-0.425109021427727"
"1902-09-30,-0.3728004613518329"
"1902-10-31,-0.5005035993241644"
"1902-11-30,-0.562615928790094"
"1902-12-31,-0.5659139650603472"
"1903-01-31,-0.43442248350291757"
"1903-02-28,-0.24027053896461217"
"1903-03-31,-0.3984339766159919"
"1903-04-30,-0.5879960815443585"
"1903-05-31,-0.5160877040761521"
"1903-06-30,-0.54768148291396"
"1903-07-31,-0.5052093626268583"
"1903-08-31,-0.6014080906960867"
"1903-09-30,-0.559753358942307"
"1903-10-31,-0.6648155596320261"
"1903-11-30,-0.6297883478004512"
"1903-12-31,-0.7140497400629229"
"1904-01-31,-0.8066050063531577"
"1904-02-29,-0.7699139891281382"
"1904-03-31,-0.6964778615702454"
"1904-04-30,-0.6468306364323118"
"1904-05-31,-0.6093934311676016"
"1904-06-30,-0.5641544992391557"
"1904-07-31,-0.553044645507472"
"1904-08-31,-0.4784085972420127"
"1904-09-30,-0.5966137451253243"
"1904-10-31,-0.553042967553078"
"1904-11-30,-0.3966059654222902"
"1904-12-31,-0.4996458300699031"
"1905-01-31,-0.46341594962728144"
"1905-02-28,-0.7201686367455281"
"1905-03-31,-0.5240539533576942"
"1905-04-30,-0.5589943020656408"
"1905-05-31,-0.4342365329427242"
"1905-06-30,-0.3425826330559802"
"1905-07-31,-0.3731030432893483"
"1905-08-31,-0.30447675466900004"
"1905-09-30,-0.3451951591809895"
"1905-10-31,-0.3351492849183708"
"1905-11-30,-0.2172852494814174"
"1905-12-31,-0.27435452721623027"
"1906-01-31,-0.2966843412643238"
"1906-02-28,-0.38858109764321097"
"1906-03-31,-0.2895290014898573"
"1906-04-30,-0.10402011949648085"
"1906-05-31,-0.376524216872599"
"1906-06-30,-0.23253845168881004"
"1906-07-31,-0.342959233248138"
"1906-08-31,-0.27118162938405016"
"1906-09-30,-0.3530259344502686"
"1906-10-31,-0.3222966143134887"
"1906-11-30,-0.5317943972623936"
"1906-12-31,-0.32053673049983916"
"1907-01-31,-0.5293023755631929"
"1907-02-28,-0.6185913273497349"
"1907-03-31,-0.43793064269612136"
"1907-04-30,-0.47799829293549523"
"1907-05-31,-0.6450355299908367"
"1907-06-30,-0.5440585313963137"
"1907-07-31,-0.4250897159923844"
"1907-08-31,-0.49101570258068333"
"1907-09-30,-0.3986792965683776"
"1907-10-31,-0.3359412394100256"
"1907-11-30,-0.5563730529479921"
"1907-12-31,-0.5898768502187177"
"1908-01-31,-0.46647664071005707"
"1908-02-29,-0.41390589364798414"
"1908-03-31,-0.7040724892816118"
"1908-04-30,-0.5884081463548776"
"1908-05-31,-0.4530639609310525"
"1908-06-30,-0.41279954877646113"
"1908-07-31,-0.40103948068305967"
"1908-08-31,-0.48125658808686667"
"1908-09-30,-0.38722147772833737"
"1908-10-31,-0.5747282146229042"
"1908-11-30,-0.6453217768016455"
"1908-12-31,-0.6381544261189295"
"1909-01-31,-0.7629406151801397"
"1909-02-28,-0.5355333439685438"
"1909-03-31,-0.6521415359097233"
"1909-04-30,-0.6328155296355439"
"1909-05-31,-0.5918204686864289"
"1909-06-30,-0.5000673703527238"
"1909-07-31,-0.5237631331528404"
"1909-08-31,-0.33691808290034664"
"1909-09-30,-0.41567191020369293"
"1909-10-31,-0.4945160763937399"
"1909-11-30,-0.3866520144270265"
"1909-12-31,-0.5963384356130558"
"1910-01-31,-0.4327842142278595"
"1910-02-28,-0.5290626485422849"
"1910-03-31,-0.6189373086456379"
"1910-04-30,-0.5349184170732909"
"1910-05-31,-0.536838887219223"
"1910-06-30,-0.5593433784047683"
"1910-07-31,-0.4347580297397372"
"1910-08-31,-0.38878688597472943"
"1910-09-30,-0.4229381831358012"
"1910-10-31,-0.48481955332992505"
"1910-11-30,-0.6724290464848264"
"1910-12-31,-0.7566741259647293"
"1911-01-31,-0.6680465063976584"
"1911-02-28,-0.7060336488251131"
"1911-03-31,-0.763985078874082"
"1911-04-30,-0.6436456147192905"
"1911-05-31,-0.6272078402278076"
"1911-06-30,-0.5543228203593668"
"1911-07-31,-0.49260997025707165"
