,time,breakpoint,adjustment,segment_mean
0,1780-01-01,False,,-0.042675391391471584
1,1780-02-01,False,,-0.042675391391471584
2,1780-03-01,False,,-0.042675391391471584
3,1780-04-01,False,,-0.042675391391471584
4,1780-05-01,False,,-0.042675391391471584
5,1780-06-01,False,,-0.042675391391471584
6,1780-07-01,False,0.08138020833333334,-0.042675391391471584
7,1780-08-01,False,0.128173828125,-0.042675391391471584
8,1780-09-01,False,0.15152994791666666,-0.042675391391471584
9,1780-10-01,False,0.11433919270833334,-0.042675391391471584
10,1780-11-01,False,0.08837890625,-0.042675391391471584
11,1780-12-01,False,0.0357666015625,-0.042675391391471584
12,1781-01-01,False,0.04227701822916663,-0.042675391391471584
13,1781-02-01,False,0.035847981770833315,-0.042675391391471584
14,1781-03-01,False,-0.048299153645833315,-0.042675391391471584
15,1781-04-01,False,-0.037409464518229185,-0.042675391391471584
16,1781-05-01,False,-0.1320953369140625,-0.042675391391471584
17,1781-06-01,False,-0.13463846842447919,-0.042675391391471584
18,1781-07-01,False,-0.1610870361328125,-0.042675391391471584
19,1781-08-01,False,-0.22867329915364587,-0.042675391391471584
20,1781-09-01,False,-0.2654571533203125,-0.042675391391471584
21,1781-10-01,False,-0.27514139811197913,-0.042675391391471584
22,1781-11-01,False,-0.2618764241536458,-0.042675391391471584
23,1781-12-01,False,-0.2751820882161458,-0.042675391391471584
24,1782-01-01,False,-0.24669901529947919,-0.042675391391471584
25,1782-02-01,False,-0.2043609619140625,-0.042675391391471584
26,1782-03-01,False,-0.1320953369140625,-0.042675391391471584
27,1782-04-01,False,-0.08664957682291663,-0.042675391391471584
28,1782-05-01,False,-0.02915445963541663,-0.042675391391471584
29,1782-06-01,False,0.004313151041666741,-0.042675391391471584
30,1782-07-01,False,0.02197265625,-0.042675391391471584
31,1782-08-01,False,0.0939483642578125,-0.042675391391471584
32,1782-09-01,False,0.24344380696614576,-0.042675391391471584
33,1782-10-01,False,0.284459431966146,-0.042675391391471584
34,1782-11-01,False,0.29748026529947913,-0.042675391391471584
35,1782-12-01,False,0.3302764892578125,-0.042675391391471584
36,1783-01-01,False,0.3170928955078125,-0.042675391391471584
37,1783-02-01,False,0.3296864827473958,-0.042675391391471584
38,1783-03-01,False,0.36516825358072913,-0.042675391391471584
39,1783-04-01,False,0.3935699462890625,-0.042675391391471584
40,1783-05-01,False,0.3942616780598958,-0.042675391391471584
41,1783-06-01,False,0.41673787434895837,-0.042675391391471584
42,1783-07-01,False,0.3762919108072917,-0.042675391391471584
43,1783-08-01,False,0.3931427001953125,-0.042675391391471584
44,1783-09-01,False,0.24218241373697919,-0.042675391391471584
45,1783-10-01,False,0.20100402832031244,-0.042675391391471584
46,1783-11-01,False,0.24381001790364576,-0.042675391391471584
47,1783-12-01,False,0.30622863769531244,-0.042675391391471584
48,1784-01-01,False,0.29455057779947913,-0.042675391391471584
49,1784-02-01,False,0.29654264450073253,-0.042675391391471584
50,1784-03-01,False,0.25788704554239916,-0.042675391391471584
51,1784-04-01,False,0.18568245569864905,-0.042675391391471584
52,1784-05-01,False,0.16757535934448242,-0.042675391391471584
53,1784-06-01,False,0.12214994430541992,-0.042675391391471584
54,1784-07-01,False,0.09675931930541992,-0.042675391391471584
55,1784-08-01,False,-0.010011514027913337,-0.042675391391471584
56,1784-09-01,False,-0.09220552444458008,-0.042675391391471584
57,1784-10-01,False,-0.15047375361124682,-0.042675391391471584
58,1784-11-01,False,-0.17606782913208008,-0.042675391391471584
59,1784-12-01,False,-0.32403739293416356,-0.042675391391471584
60,1785-01-01,False,-0.3894263903299968,-0.042675391391471584
61,1785-02-01,False,-0.42502848307291674,-0.042675391391471584
62,1785-03-01,False,-0.44276936848958326,-0.042675391391471584
63,1785-04-01,False,-0.38382975260416674,-0.042675391391471584
64,1785-05-01,False,-0.38138834635416674,-0.042675391391471584
65,1785-06-01,False,-0.3778076171875,-0.042675391391471584
66,1785-07-01,False,-0.3865966796875,-0.042675391391471584
67,1785-08-01,False,-0.2628173828124999,-0.042675391391471584
68,1785-09-01,False,-0.19453938802083326,-0.042675391391471584
69,1785-10-01,False,-0.18623860677083337,-0.042675391391471584
70,1785-11-01,False,-0.24755859375,-0.042675391391471584
71,1785-12-01,False,-0.1746063232421875,-0.042675391391471584
72,1786-01-01,False,-0.2460174560546875,-0.042675391391471584
73,1786-02-01,False,-0.30884297688802076,-0.042675391391471584
74,1786-03-01,False,-0.32983907063802087,-0.042675391391471584
75,1786-04-01,False,-0.39211527506510413,-0.042675391391471584
76,1786-05-01,False,-0.38430277506510424,-0.042675391391471584
77,1786-06-01,False,-0.366399129231771,-0.042675391391471584
78,1786-07-01,False,-0.328801472981771,-0.042675391391471584
79,1786-08-01,False,-0.40131123860677076,-0.042675391391471584
80,1786-09-01,False,-0.3812103271484374,-0.042675391391471584
81,1786-10-01,False,-0.3273366292317708,-0.042675391391471584
82,1786-11-01,False,-0.29775492350260424,-0.042675391391471584
83,1786-12-01,False,-0.3166281382242838,-0.042675391391471584
84,1787-01-01,False,-0.21482340494791674,-0.042675391391471584
85,1787-02-01,False,-0.1580963134765625,-0.042675391391471584
86,1787-03-01,False,-0.12829081217447913,-0.042675391391471584
87,1787-04-01,False,-0.08365376790364587,-0.042675391391471584
88,1787-05-01,False,-0.062413533528645815,-0.042675391391471584
89,1787-06-01,False,-0.12312316894531247,-0.042675391391471584
90,1787-07-01,False,-0.0891876220703125,-0.042675391391471584
91,1787-08-01,False,-0.08300407727559407,-0.042675391391471584
92,1787-09-01,False,-0.07550438245137536,-0.042675391391471584
93,1787-10-01,False,-0.06972638765970862,-0.042675391391471584
94,1787-11-01,False,0.0017661253611246375,-0.042675391391471584
95,1787-12-01,False,-0.01502044995625812,-0.042675391391471584
96,1788-01-01,False,-0.07039777437845866,-0.042675391391471584
97,1788-02-01,False,-0.018319527308146163,-0.042675391391471584
98,1788-03-01,False,-0.04971162478129069,-0.042675391391471584
99,1788-04-01,False,-0.04856212933858235,-0.042675391391471584
100,1788-05-01,False,-0.07541759808858237,-0.042675391391471584
101,1788-06-01,False,-0.09372814496358237,-0.042675391391471584
102,1788-07-01,False,-0.16330822308858237,-0.042675391391471584
103,1788-08-01,False,-0.1506115595499674,-0.042675391391471584
104,1788-09-01,False,-0.15510018666585285,-0.042675391391471584
105,1788-10-01,False,-0.18512948354085285,-0.042675391391471584
106,1788-11-01,False,-0.23739592234293616,-0.042675391391471584
107,1788-12-01,False,-0.16252613067626953,-0.042675391391471584
108,1789-01-01,False,-0.12099170684814453,-0.042675391391471584
109,1789-02-01,False,-0.14922173817952478,-0.042675391391471584
110,1789-03-01,False,-0.13758468627929688,-0.042675391391471584
111,1789-04-01,False,-0.13393274943033862,-0.042675391391471584
112,1789-05-01,False,-0.07607142130533862,-0.042675391391471584
113,1789-06-01,False,-0.007061004638671875,-0.042675391391471584
114,1789-07-01,False,0.06170527140299481,-0.042675391391471584
115,1789-08-01,False,0.05273310343424478,-0.042675391391471584
116,1789-09-01,False,0.033608754475911454,-0.042675391391471584
117,1789-10-01,False,0.09317906697591147,-0.042675391391471584
118,1789-11-01,False,0.08318964640299478,-0.042675391391471584
119,1789-12-01,False,0.08766555786132812,-0.042675391391471584
120,1790-01-01,False,0.13149897257486978,-0.042675391391471584
121,1790-02-01,False,0.14371744791666669,-0.042675391391471584
122,1790-03-01,False,0.15080642700195312,-0.042675391391471584
